class,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22
1.00,46140.70,1.00,3.00,7.00,64.06,215.84,39.83,1.30,444.98,2628.88,11746.20,230.96,275.73,2.00,63.56,0.90,88.00,0.67,1.71,48.20,40.99,1.05
1.00,46140.70,1.00,12.00,25.00,134.29,94.81,61.86,1.36,685.44,4617.93,14008.60,110.24,171.97,7.00,27.41,0.91,143.00,0.67,1.43,72.62,64.00,1.05
1.00,8130.58,1.00,1.00,3.00,27.46,40.94,21.27,2.77,66.45,631.12,2035.21,48.66,52.72,0.00,22.15,0.97,16.00,1.00,0.00,0.00,0.00,1.03
1.00,8130.58,1.00,2.00,5.00,36.01,166.44,60.38,0.99,291.50,1107.43,2229.95,174.69,220.80,1.00,58.30,0.90,74.00,0.50,0.82,93.63,100.74,1.06
1.00,8130.58,1.00,4.00,9.00,58.33,105.10,57.24,1.00,260.48,1009.02,2185.17,132.38,151.65,3.00,28.94,0.91,72.00,0.75,0.71,60.01,44.33,1.03
1.00,8130.58,1.00,6.00,13.00,86.91,117.26,86.15,1.15,449.64,1791.09,2646.21,132.52,148.94,4.00,34.58,0.91,87.00,0.50,0.78,59.66,57.49,1.03
1.00,11071.80,1.00,2.00,5.00,52.22,122.62,29.39,0.99,285.27,1023.99,2820.01,131.48,167.25,1.00,57.05,0.91,63.00,0.50,0.57,57.24,21.87,1.03
1.00,11071.80,1.00,6.00,13.00,78.17,102.23,49.40,0.76,489.63,1308.75,2880.43,112.91,143.48,4.00,37.66,0.85,112.00,0.56,0.82,53.55,39.98,1.05
1.00,11071.80,1.00,2.00,5.00,62.66,90.17,22.82,1.48,198.21,1034.18,2864.25,109.63,125.96,1.00,39.63,0.92,45.00,0.50,0.00,48.72,72.24,1.03
1.00,11071.80,1.00,4.00,9.00,85.76,56.36,20.79,1.62,208.77,1341.10,3117.36,100.51,121.88,3.00,23.19,0.91,44.00,0.75,0.68,100.52,81.95,1.03
1.00,8478.27,1.00,6.00,13.00,79.48,139.34,81.73,0.50,530.27,1017.30,2184.57,119.01,161.85,4.00,40.78,0.91,160.00,0.56,0.70,68.72,59.80,1.05
1.00,8478.27,1.00,5.00,11.00,114.88,82.23,68.26,0.64,447.51,909.58,2147.50,145.29,175.51,3.00,40.68,0.92,97.00,0.40,0.75,93.35,64.59,1.04
1.00,8478.27,1.00,7.00,15.00,148.74,193.15,37.12,0.80,579.94,1906.68,2634.59,210.76,225.29,5.00,38.66,0.93,149.00,0.62,0.84,59.02,66.48,1.04
1.00,23608.40,1.00,4.00,9.00,88.48,104.48,43.80,1.16,331.64,1696.63,6001.82,103.71,115.60,2.00,36.84,0.95,80.00,0.25,0.72,60.05,48.29,1.02
1.00,23608.40,1.00,1.00,3.00,74.72,35.45,45.34,2.65,132.61,1370.61,5924.94,94.69,113.03,0.00,44.20,0.95,26.00,1.00,0.00,0.00,0.00,1.03
1.00,23608.40,1.00,6.00,13.00,95.77,100.21,59.74,0.79,512.37,1858.65,6133.71,135.77,159.49,4.00,39.41,0.90,129.00,0.56,0.85,64.78,58.98,1.03
1.00,23608.40,1.00,7.00,15.00,103.03,145.68,89.77,0.92,735.68,2956.95,6633.34,155.33,216.50,4.00,49.04,0.94,177.00,0.60,0.89,82.28,78.13,1.03
1.00,8723.46,1.00,8.00,17.00,122.43,124.28,38.09,0.64,645.81,1401.08,2385.62,158.71,181.40,4.00,37.98,0.93,133.00,0.42,0.91,57.64,52.14,1.02
1.00,8723.46,1.00,6.00,13.00,85.62,63.46,46.86,0.93,328.06,1108.62,2294.01,97.87,120.67,4.00,25.23,0.92,78.00,0.58,1.13,57.87,55.92,1.03
1.00,8723.46,1.00,6.00,13.00,84.74,110.81,52.81,0.82,430.61,1259.79,2322.27,121.35,153.10,4.00,33.12,0.92,107.00,0.50,0.85,45.62,47.26,1.04
1.00,8723.46,1.00,4.00,9.00,73.09,82.41,25.46,1.29,240.61,898.64,2224.33,121.47,133.38,2.00,26.73,0.95,45.00,0.25,0.93,45.78,36.64,1.02
1.00,8723.46,1.00,1.00,3.00,34.88,27.32,26.18,4.57,66.44,941.99,2340.40,48.10,52.39,0.00,22.14,0.97,14.00,1.00,0.00,0.00,0.00,1.02
1.00,11784.60,1.00,4.00,9.00,77.98,104.95,44.07,1.29,290.37,1232.78,3052.55,123.54,141.44,2.00,32.26,0.94,56.00,0.25,0.78,59.99,39.45,1.02
1.00,11784.60,1.00,7.00,15.00,75.14,86.12,27.90,1.30,291.15,1196.15,3039.22,93.91,112.25,4.00,19.40,0.96,53.00,0.60,1.03,56.13,58.82,1.02
1.00,11784.60,1.00,8.00,17.00,130.59,101.44,92.20,0.86,592.82,1893.68,3482.15,121.94,158.36,3.00,34.87,0.93,138.00,0.13,0.84,57.27,56.39,1.03
1.00,22583.80,1.00,7.00,15.00,90.46,139.18,62.14,0.98,475.84,1864.03,5851.71,146.09,169.73,6.00,31.72,0.90,109.00,0.86,0.89,69.22,57.21,1.05
1.00,22583.80,1.00,4.00,9.00,74.42,130.28,27.37,1.21,330.05,1585.10,5740.80,135.06,152.74,2.00,36.67,0.94,69.00,0.25,0.83,56.68,50.82,1.02
1.00,22583.80,1.00,9.00,19.00,65.52,117.25,39.00,1.51,497.39,2742.77,6642.63,135.87,152.70,6.00,26.17,0.95,92.00,0.59,1.09,80.69,72.90,1.02
1.00,17354.60,1.00,7.00,15.00,126.56,81.17,60.74,0.97,469.92,1690.71,4537.97,139.44,154.53,4.00,31.32,0.94,99.00,0.60,0.89,79.77,61.49,1.02
1.00,17354.60,1.00,2.00,5.00,105.01,100.17,74.94,1.24,278.58,1393.98,4425.51,166.05,183.66,1.00,55.71,0.95,63.00,0.50,1.00,72.91,65.04,1.02
1.00,17354.60,1.00,8.00,17.00,69.06,190.13,55.30,1.20,551.50,2443.51,5265.21,206.94,231.07,5.00,32.44,0.91,101.00,0.65,0.80,63.21,61.33,1.04
1.00,17354.60,1.00,9.00,19.00,77.92,97.05,21.19,1.15,444.20,2182.37,5052.59,113.26,131.02,7.00,23.37,0.96,97.00,0.72,0.74,78.22,66.69,1.02
1.00,15606.30,1.00,3.00,7.00,72.58,46.13,13.87,1.80,196.85,1274.73,4023.43,91.25,103.71,2.00,28.12,0.94,41.00,0.67,0.00,53.19,47.10,1.02
1.00,15606.30,1.00,6.00,13.00,31.57,102.37,39.06,1.35,250.64,1367.48,4171.95,105.79,128.20,3.00,19.28,0.93,59.00,0.50,0.77,54.16,61.46,1.04
1.00,15606.30,1.00,8.00,17.00,88.00,59.82,24.13,1.42,320.48,1617.04,4263.57,91.61,114.77,5.00,18.85,0.93,60.00,0.49,0.85,68.59,61.26,1.04
1.00,15606.30,1.00,4.00,9.00,44.29,71.62,26.21,2.51,204.97,1918.87,4828.44,72.75,90.73,2.00,22.77,0.96,38.00,0.25,0.77,67.23,78.57,1.04
1.00,10652.80,1.00,4.00,9.00,98.82,61.31,21.70,1.02,257.88,1049.14,2729.66,106.32,126.79,3.00,28.65,0.92,69.00,0.75,0.70,65.64,66.39,1.03
1.00,10652.80,1.00,3.00,7.00,79.25,48.95,30.77,1.42,219.90,1030.45,2727.91,86.38,103.04,2.00,31.41,0.95,45.00,0.67,0.87,70.66,63.08,1.02
1.00,10652.80,1.00,2.00,5.00,100.00,136.67,21.85,1.42,212.95,908.65,2692.84,167.80,190.16,1.00,42.59,0.96,38.00,0.50,0.00,97.79,102.31,1.02
1.00,10652.80,1.00,3.00,7.00,20.92,178.01,75.38,1.11,313.34,1174.22,2781.01,191.23,234.38,2.00,44.76,0.91,63.00,0.67,0.75,55.48,42.43,1.04
1.00,10652.80,1.00,7.00,15.00,56.78,88.68,48.10,1.16,300.79,1258.21,2911.74,81.28,100.94,3.00,20.05,0.93,71.00,0.31,0.83,64.15,65.61,1.03
1.00,21092.40,1.00,3.00,7.00,55.15,83.39,59.92,1.96,216.93,1533.98,5413.18,80.85,117.77,2.00,30.98,0.93,42.00,0.67,0.57,89.69,86.62,1.02
1.00,21092.40,1.00,9.00,19.00,69.74,96.89,23.49,1.01,414.67,1725.76,5519.67,101.38,132.37,5.00,21.82,0.93,93.00,0.68,0.79,75.92,66.83,1.03
1.00,21092.40,1.00,1.00,3.00,31.66,85.31,45.57,3.02,131.02,1280.03,5300.28,91.91,112.16,0.00,43.67,0.94,21.00,1.00,0.00,0.00,0.00,1.03
1.00,21092.40,1.00,2.00,5.00,70.28,81.32,23.88,2.65,177.09,1403.51,5343.22,103.01,114.41,1.00,35.42,0.94,25.00,0.50,0.46,51.75,93.13,1.02
1.00,21092.40,1.00,3.00,7.00,24.24,96.35,20.64,2.73,144.93,1549.56,5503.54,88.95,105.43,2.00,20.70,0.95,29.00,0.67,1.19,61.62,59.03,1.02
1.00,14164.20,1.00,2.00,5.00,40.41,37.61,42.79,2.73,125.71,1030.93,3580.87,58.89,86.95,1.00,25.14,0.92,21.00,0.50,0.48,84.30,97.33,1.06
1.00,14164.20,1.00,4.00,9.00,21.95,82.91,52.02,1.48,210.42,1180.29,3614.98,89.89,109.44,3.00,23.38,0.89,49.00,0.75,0.78,36.17,48.59,1.07
1.00,14164.20,1.00,2.00,5.00,46.06,30.61,28.34,2.99,95.17,1014.43,3571.79,55.20,65.15,1.00,19.03,0.95,20.00,0.50,1.00,22.49,73.58,1.01
1.00,14164.20,1.00,3.00,7.00,55.19,73.21,17.07,1.68,198.96,1057.61,3574.23,74.56,88.23,2.00,28.42,0.95,36.00,0.67,0.76,85.58,61.55,1.02
1.00,14164.20,1.00,5.00,11.00,44.72,191.58,42.28,1.57,366.43,1988.28,4049.70,202.16,212.68,3.00,33.31,0.96,64.00,0.47,0.66,60.93,59.73,1.02
1.00,15743.50,1.00,1.00,3.00,35.92,17.71,19.94,4.47,64.48,1021.19,3953.07,41.52,47.37,0.00,21.49,0.96,13.00,1.00,0.00,0.00,0.00,1.03
1.00,15743.50,1.00,1.00,3.00,83.50,78.34,13.10,2.12,142.88,1087.01,3959.97,114.27,125.76,0.00,47.62,0.97,29.00,1.00,0.00,0.00,0.00,1.02
1.00,15743.50,1.00,6.00,13.00,49.57,86.31,45.86,1.63,266.47,1543.81,4225.89,77.62,92.75,4.00,20.49,0.95,50.00,0.50,0.78,88.23,76.45,1.03
1.00,15743.50,1.00,1.00,3.00,60.58,17.11,18.76,4.08,90.08,1088.77,3974.39,63.45,72.97,0.00,30.02,0.96,15.00,1.00,0.00,0.00,0.00,1.03
1.00,15743.50,1.00,8.00,17.00,83.82,139.17,53.20,1.50,488.53,2452.62,4728.35,161.25,171.56,7.00,28.73,0.94,78.00,0.88,0.89,82.29,70.21,1.03
1.00,13099.80,1.00,4.00,9.00,45.39,47.80,15.58,1.27,165.09,1105.73,3366.60,55.83,80.21,3.00,18.34,0.88,57.00,0.75,1.10,100.63,65.11,1.06
1.00,13099.80,1.00,2.00,5.00,15.06,42.98,10.67,4.26,71.87,950.71,3313.33,38.27,47.53,1.00,14.37,0.92,13.00,0.50,0.60,91.55,89.55,1.04
1.00,13099.80,1.00,2.00,5.00,40.46,33.57,29.46,2.25,113.31,940.26,3291.21,53.93,73.55,1.00,22.66,0.91,25.00,0.50,0.00,47.49,74.64,1.07
1.00,13099.80,1.00,5.00,11.00,38.44,77.40,49.15,1.94,214.14,1622.43,3820.56,94.52,98.78,4.00,19.46,0.94,42.00,0.80,0.93,65.45,72.51,1.05
1.00,15640.50,1.00,2.00,5.00,36.89,29.69,12.79,3.94,81.72,1166.48,4034.36,44.86,52.41,1.00,16.34,0.94,17.00,0.50,1.00,121.84,103.54,1.04
1.00,15640.50,1.00,2.00,5.00,7.60,49.12,15.14,4.99,76.67,1103.28,3976.76,42.13,45.05,1.00,15.33,0.96,12.00,0.50,1.51,50.33,47.43,1.01
1.00,15640.50,1.00,3.00,7.00,46.81,65.05,19.00,2.96,134.82,1214.82,3999.49,67.79,80.24,2.00,19.26,0.97,22.00,0.67,0.78,64.43,79.30,1.01
1.00,15640.50,1.00,2.00,5.00,53.35,36.75,14.82,2.88,97.61,1092.89,3957.94,61.25,74.03,1.00,19.51,0.92,22.00,0.50,0.00,71.23,103.45,1.03
1.00,15640.50,1.00,1.00,3.00,20.28,105.10,13.98,4.39,126.56,1837.92,4660.00,99.10,109.49,0.00,42.18,0.97,22.00,1.00,0.00,0.00,0.00,1.02
1.00,10298.20,1.00,6.00,13.00,30.50,66.54,31.92,1.16,217.58,1015.04,2638.12,67.18,85.40,4.00,16.73,0.91,58.00,0.58,1.04,57.86,57.19,1.05
1.00,10298.20,1.00,3.00,7.00,58.72,32.20,17.14,1.66,155.99,932.90,2656.03,64.01,89.26,2.00,22.28,0.92,38.00,0.67,0.43,41.83,25.99,1.03
1.00,10298.20,1.00,1.00,3.00,20.17,22.70,12.88,6.44,46.81,834.16,2624.68,28.48,31.95,0.00,15.60,0.96,8.00,1.00,0.00,0.00,0.00,1.02
1.00,10298.20,1.00,3.00,7.00,24.15,63.95,20.31,2.68,139.63,1243.67,3006.16,59.97,89.95,2.00,19.94,0.89,28.00,0.67,1.38,75.09,54.47,1.07
1.00,25637.50,1.00,3.00,7.00,45.58,70.56,19.20,2.63,151.47,1705.15,6618.94,64.37,78.33,2.00,21.63,0.94,32.00,0.67,0.78,51.27,56.28,1.05
1.00,25637.50,1.00,4.00,9.00,42.59,70.95,36.41,1.87,222.16,1787.93,6591.29,71.44,93.73,3.00,24.68,0.92,50.00,0.75,0.92,113.41,80.65,1.03
1.00,25637.50,1.00,3.00,7.00,37.16,100.42,58.10,3.11,202.53,2258.58,7342.48,112.24,148.71,2.00,28.93,0.95,34.00,0.67,0.00,86.85,69.34,1.02
1.00,5526.87,1.00,4.00,9.00,49.28,49.72,34.93,1.24,157.41,658.21,1427.87,58.75,73.44,2.00,17.48,0.89,38.00,0.25,0.90,68.71,70.08,1.06
1.00,5526.87,1.00,4.00,9.00,18.46,36.85,23.41,1.42,125.08,587.63,1397.03,41.07,49.90,2.00,13.89,0.96,34.00,0.25,1.24,63.13,73.67,1.02
1.00,5526.87,1.00,4.00,9.00,33.94,57.85,9.78,1.52,115.99,552.04,1389.50,60.38,72.80,3.00,12.88,0.95,29.00,0.75,1.36,46.70,35.83,1.04
1.00,5526.87,1.00,1.00,3.00,20.47,58.06,14.39,2.14,90.34,562.05,1394.40,55.62,78.26,0.00,30.11,0.90,20.00,1.00,0.00,0.00,0.00,1.09
1.00,5526.87,1.00,3.00,7.00,57.41,50.06,21.05,2.18,150.87,936.50,1591.04,73.87,82.75,2.00,21.55,0.91,27.00,0.67,0.00,112.79,85.46,1.05
1.00,12891.90,1.00,3.00,7.00,29.80,16.91,18.35,3.24,77.26,1010.47,3302.79,34.88,41.42,2.00,11.03,0.92,20.00,0.67,0.72,78.79,71.79,1.06
1.00,12891.90,1.00,1.00,3.00,42.76,20.33,12.93,3.34,71.69,892.46,3236.23,48.09,55.68,0.00,23.89,0.95,16.00,1.00,0.00,0.00,0.00,1.03
1.00,12891.90,1.00,2.00,5.00,17.00,42.87,34.10,2.47,99.94,998.70,3283.25,40.06,54.78,1.00,19.98,0.89,25.00,0.50,0.67,115.37,82.89,1.07
1.00,12891.90,1.00,6.00,13.00,34.66,113.14,18.10,2.91,233.39,1938.81,4000.24,113.74,120.32,4.00,17.95,0.93,37.00,0.56,0.94,79.51,69.81,1.03
1.00,15848.40,1.00,4.00,9.00,55.15,21.31,28.95,2.32,133.96,1261.37,4084.94,55.93,78.48,2.00,14.88,0.94,31.00,0.25,0.80,74.56,72.46,1.06
1.00,15848.40,1.00,4.00,9.00,17.06,77.56,34.21,1.56,168.15,1236.99,4051.96,79.88,94.79,3.00,18.68,0.94,51.00,0.75,0.85,77.76,86.57,1.05
1.00,15848.40,1.00,1.00,3.00,31.12,17.39,15.78,7.11,57.96,1066.31,4002.65,35.04,40.81,0.00,19.32,0.95,8.00,1.00,0.00,0.00,0.00,1.04
1.00,15848.40,1.00,4.00,9.00,41.30,169.25,33.40,2.47,292.04,2420.24,5057.06,164.97,189.20,3.00,32.44,0.90,47.00,0.75,0.94,76.47,82.20,1.05
1.00,12064.10,1.00,3.00,7.00,14.14,59.71,17.35,2.53,112.01,984.75,3067.29,54.10,62.48,2.00,15.99,0.95,24.00,0.67,0.95,48.09,28.34,1.04
1.00,12064.10,1.00,6.00,13.00,30.39,62.40,36.20,1.40,215.70,1109.26,3111.84,51.19,88.84,5.00,16.59,0.94,49.00,0.83,0.65,73.57,80.95,1.05
1.00,12064.10,1.00,2.00,5.00,26.19,53.67,16.27,2.96,94.51,890.42,3034.20,48.82,55.45,1.00,18.90,0.94,18.00,0.50,1.00,82.21,89.39,1.03
1.00,12064.10,1.00,5.00,11.00,52.04,51.66,78.62,2.26,224.75,1769.90,3658.44,95.65,115.57,3.00,20.43,0.94,35.00,0.47,0.91,86.82,83.87,1.04
1.00,21630.30,1.00,3.00,7.00,52.96,50.73,48.32,1.74,162.11,1351.22,5456.45,66.88,80.53,2.00,23.16,0.93,42.00,0.67,0.77,50.70,64.48,1.03
1.00,21630.30,1.00,5.00,11.00,19.02,47.52,40.77,1.37,191.20,1352.94,5450.73,55.94,72.19,3.00,17.38,0.92,55.00,0.47,1.07,110.08,91.80,1.02
1.00,21630.30,1.00,5.00,11.00,38.96,68.26,33.00,1.58,218.31,1535.67,5505.03,80.98,115.57,4.00,19.84,0.93,53.00,0.80,0.91,68.46,68.11,1.05
1.00,21630.30,1.00,5.00,11.00,75.74,46.43,29.53,1.98,220.22,2254.10,6563.20,83.37,127.38,4.00,20.02,0.86,53.00,0.80,0.67,94.65,94.38,1.12
1.00,12450.30,1.00,3.00,7.00,33.40,70.82,16.27,1.62,144.03,960.70,3141.71,66.44,76.15,2.00,20.57,0.94,36.00,0.67,0.82,126.12,61.19,1.02
1.00,12450.30,1.00,5.00,11.00,38.25,56.24,25.98,1.03,192.01,997.65,3156.23,58.04,83.93,3.00,17.45,0.91,68.00,0.47,0.78,69.54,58.45,1.03
1.00,12450.30,1.00,1.00,3.00,86.86,25.63,24.77,5.22,112.37,1621.00,3758.57,92.04,96.54,0.00,37.45,0.98,17.00,1.00,0.00,0.00,0.00,1.01
1.00,18279.00,1.00,4.00,9.00,89.52,131.42,30.62,1.18,363.23,1520.22,4805.78,153.61,174.39,2.00,40.35,0.93,72.00,0.25,0.30,54.27,56.92,1.04
1.00,18279.00,1.00,4.00,9.00,174.25,224.51,61.97,0.75,647.89,1763.80,4801.32,257.12,292.34,3.00,71.98,0.91,125.00,0.75,0.78,58.03,43.01,1.03
1.00,18279.00,1.00,2.00,5.00,66.25,40.01,23.04,3.25,120.41,1306.21,4664.39,76.30,96.20,1.00,24.08,0.96,21.00,0.50,0.81,52.55,47.08,1.04
1.00,18279.00,1.00,7.00,15.00,50.32,155.12,33.10,1.29,403.21,2063.27,5170.30,168.54,181.56,6.00,26.88,0.96,71.00,0.86,0.62,62.13,56.40,1.02
1.00,13168.40,1.00,5.00,11.00,92.95,141.64,52.69,0.77,528.82,1515.91,3450.10,150.29,195.48,4.00,48.07,0.90,105.00,0.80,0.86,64.02,46.49,1.04
1.00,13168.40,1.00,2.00,5.00,86.22,27.19,12.37,1.74,139.44,974.52,3321.80,93.66,108.71,1.00,27.89,0.93,35.00,0.50,0.49,44.42,44.07,1.03
1.00,13168.40,1.00,10.00,21.00,78.11,126.68,70.37,1.12,509.71,2100.45,3949.88,162.42,191.15,8.00,24.27,0.91,99.00,0.75,0.94,65.11,68.36,1.04
1.00,2941.90,1.00,2.00,5.00,28.79,88.86,21.58,1.11,147.53,501.78,769.28,99.28,119.25,1.00,29.50,0.94,40.00,0.50,0.49,22.22,27.62,1.03
1.00,2941.90,1.00,1.00,3.00,26.94,13.40,24.84,3.45,57.02,356.61,741.52,37.44,47.23,0.00,19.00,0.93,9.00,1.00,0.00,0.00,0.00,1.04
1.00,2941.90,1.00,1.00,3.00,28.78,156.02,38.26,1.02,205.11,549.28,766.75,168.67,195.32,0.00,68.37,0.95,42.00,1.00,0.00,0.00,0.00,1.03
1.00,2941.90,1.00,1.00,3.00,21.54,9.78,0.07,4.39,31.72,417.84,785.26,21.54,21.93,0.00,10.57,0.99,9.00,1.00,0.00,0.00,0.00,1.02
1.00,42120.30,1.00,3.00,7.00,74.26,131.28,30.82,1.54,324.61,2318.51,10667.70,151.97,171.50,2.00,46.37,0.94,66.00,0.67,0.80,37.80,42.44,1.02
1.00,42120.30,1.00,1.00,3.00,85.07,29.59,36.49,3.53,134.23,2150.55,10656.90,92.08,110.47,0.00,44.73,0.94,26.00,1.00,0.00,0.00,0.00,1.03
1.00,42120.30,1.00,1.00,3.00,90.93,28.05,26.97,2.82,154.49,2011.85,10590.60,94.04,130.73,0.00,51.49,0.91,30.00,1.00,0.00,0.00,0.00,1.04
1.00,42120.30,1.00,4.00,9.00,94.50,150.28,72.87,1.59,430.87,2583.50,10712.60,166.29,205.39,2.00,47.87,0.92,66.00,0.25,1.56,54.06,54.48,1.03
1.00,42120.30,1.00,2.00,5.00,35.96,34.03,60.97,7.89,126.79,2787.11,11726.40,72.35,89.78,1.00,25.35,0.96,12.00,0.50,0.68,41.12,53.09,1.03
1.00,21407.20,1.00,14.00,29.00,159.33,121.68,96.37,1.11,791.50,2843.91,5982.26,158.98,200.82,8.00,27.29,0.94,127.00,0.59,1.26,69.74,58.21,1.02
1.00,21407.20,1.00,4.00,9.00,83.94,50.95,39.39,1.72,231.31,1585.31,5494.06,97.24,110.32,3.00,25.69,0.95,46.00,0.75,1.25,39.41,45.65,1.02
1.00,21407.20,1.00,1.00,3.00,22.00,26.79,12.17,9.08,54.86,1644.93,5961.11,30.39,35.90,0.00,18.28,0.95,9.00,1.00,0.00,0.00,0.00,1.03
1.00,13950.00,1.00,9.00,19.00,141.84,110.34,66.69,0.62,674.30,1690.91,3672.22,118.48,167.88,6.00,35.48,0.91,184.00,0.58,1.19,75.14,72.40,1.06
1.00,13950.00,1.00,2.00,5.00,17.33,89.96,14.35,1.91,151.89,966.43,3499.58,82.05,107.87,1.00,30.37,0.88,30.00,0.50,0.00,34.16,22.83,1.04
1.00,13950.00,1.00,2.00,5.00,99.74,17.35,34.54,1.80,187.89,1086.69,3523.48,103.72,158.42,1.00,37.57,0.89,33.00,0.50,1.00,69.02,43.95,1.04
1.00,13950.00,1.00,2.00,5.00,32.37,65.38,31.92,2.60,130.11,1287.79,3742.27,67.76,82.51,1.00,26.02,0.91,29.00,0.50,0.68,66.17,63.36,1.08
1.00,12672.10,1.00,8.00,17.00,117.81,187.29,42.72,0.58,882.73,1999.18,3450.10,209.73,227.90,4.00,51.92,0.93,230.00,0.46,1.39,71.84,50.90,1.02
1.00,12672.10,1.00,2.00,5.00,55.35,108.08,47.86,1.25,241.32,1058.36,3205.69,136.78,154.18,1.00,48.26,0.95,50.00,0.50,0.57,38.36,28.21,1.02
1.00,12672.10,1.00,4.00,9.00,58.16,173.99,65.98,1.02,433.09,1636.93,3374.96,187.80,268.46,3.00,48.12,0.92,100.00,0.75,1.00,68.69,66.80,1.03
1.00,12672.10,1.00,2.00,5.00,71.13,99.78,16.97,1.95,172.55,1118.11,3271.05,123.34,136.59,1.00,34.51,0.95,32.00,0.50,0.50,79.63,48.56,1.03
1.00,9138.03,1.00,1.00,3.00,13.14,17.57,0.43,7.45,31.55,672.22,2289.34,16.78,17.27,0.00,10.51,0.99,6.00,1.00,0.00,0.00,0.00,1.01
1.00,9138.03,1.00,2.00,5.00,125.62,116.31,41.49,0.88,286.39,963.59,2324.71,130.02,158.53,1.00,57.27,0.93,81.00,0.50,0.82,68.32,83.11,1.03
1.00,9138.03,1.00,3.00,7.00,67.00,91.53,61.35,1.05,274.64,934.37,2323.20,115.93,136.99,2.00,39.23,0.94,60.00,0.67,1.00,52.03,42.58,1.02
1.00,9138.03,1.00,3.00,7.00,58.64,123.37,53.32,1.04,272.39,862.92,2308.71,127.53,147.71,2.00,38.91,0.94,56.00,0.67,0.85,90.29,80.97,1.03
1.00,9138.03,1.00,9.00,19.00,173.56,115.03,51.58,0.60,735.49,1550.27,2527.96,142.15,189.30,5.00,38.71,0.92,156.00,0.44,0.76,55.23,62.97,1.04
1.00,7122.24,1.00,5.00,11.00,76.79,127.93,26.70,0.68,366.09,867.19,1821.28,108.30,144.76,4.00,33.27,0.91,94.00,0.80,0.75,69.29,71.78,1.03
1.00,7122.24,1.00,2.00,5.00,52.68,112.31,39.11,1.08,225.75,792.92,1808.48,130.05,152.18,1.00,45.14,0.91,53.00,0.50,0.00,39.16,56.96,1.02
1.00,7122.24,1.00,2.00,5.00,41.04,211.92,27.25,0.83,308.33,723.22,1790.24,214.07,269.61,1.00,61.66,0.90,62.00,0.50,0.00,77.70,22.58,1.03
1.00,7122.24,1.00,3.00,7.00,66.02,93.50,25.62,1.00,208.90,809.69,1840.74,122.51,138.53,2.00,29.84,0.94,59.00,0.67,0.53,80.50,85.87,1.03
1.00,11887.20,1.00,5.00,11.00,71.11,69.81,48.58,1.04,297.00,1349.62,3231.30,86.69,125.22,3.00,27.00,0.95,75.00,0.47,0.79,93.88,77.51,1.02
1.00,11887.20,1.00,5.00,11.00,56.14,99.13,28.73,0.88,323.54,1141.18,3047.32,107.02,125.37,3.00,29.41,0.93,85.00,0.40,1.00,57.90,54.06,1.02
1.00,11887.20,1.00,3.00,7.00,131.80,85.95,67.26,0.84,400.99,1201.72,3037.97,157.49,220.42,2.00,57.28,0.90,90.00,0.67,0.54,70.46,55.35,1.03
1.00,11887.20,1.00,4.00,9.00,97.11,80.38,40.83,0.87,344.55,1119.31,3018.51,130.74,163.32,3.00,38.28,0.89,84.00,0.75,1.21,56.85,60.73,1.04
1.00,11887.20,1.00,5.00,11.00,93.82,94.44,42.35,0.83,432.31,1292.73,3137.66,120.59,134.08,3.00,39.30,0.95,96.00,0.47,0.87,51.03,40.69,1.02
1.00,7823.87,1.00,5.00,11.00,54.36,54.07,26.52,1.03,230.46,761.96,1979.73,71.04,106.85,3.00,20.95,0.92,51.00,0.40,0.63,45.79,36.23,1.03
1.00,7823.87,1.00,1.00,3.00,7.71,16.91,9.47,8.40,31.17,614.84,1962.36,15.87,17.62,0.00,10.38,0.97,5.00,1.00,0.00,0.00,0.00,0.00
1.00,7823.87,1.00,1.00,3.00,20.26,14.55,11.56,7.03,45.35,628.16,1962.46,21.82,31.80,0.00,15.11,0.90,6.00,1.00,0.00,0.00,0.00,1.07
1.00,7823.87,1.00,2.00,5.00,41.99,57.39,16.05,2.06,119.16,746.38,1985.54,54.45,65.59,1.00,23.82,0.91,25.00,0.50,1.00,86.06,72.23,1.03
1.00,7823.87,1.00,4.00,9.00,41.24,22.02,36.27,2.22,106.83,947.25,2157.28,49.53,70.75,3.00,11.86,0.95,27.00,0.75,1.00,74.55,51.84,1.03
1.00,18704.90,1.00,2.00,5.00,40.50,34.53,18.48,2.74,104.07,1126.25,4689.17,55.24,66.48,1.00,20.81,0.93,22.00,0.50,0.57,51.02,25.09,1.03
1.00,18704.90,1.00,5.00,11.00,79.46,42.71,66.33,1.10,257.66,1234.38,4706.97,86.76,121.50,3.00,23.42,0.93,61.00,0.47,0.36,85.14,62.89,1.03
1.00,18704.90,1.00,4.00,9.00,18.89,40.39,19.36,1.95,129.80,1131.72,4688.32,33.60,47.46,2.00,14.42,0.95,32.00,0.25,0.97,70.21,90.39,1.02
1.00,18704.90,1.00,4.00,9.00,43.13,195.23,28.67,1.88,295.27,2012.21,5044.71,198.94,205.07,3.00,32.80,0.97,46.00,0.75,0.88,53.57,59.15,1.02
1.00,19633.20,1.00,2.00,5.00,68.62,52.45,26.13,2.43,139.38,1210.36,4933.81,84.40,94.56,1.00,27.87,0.92,26.00,0.50,0.50,40.12,19.59,1.04
