class,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22
2.00,15723.20,1.00,1.00,3.00,20.30,69.40,12.12,9.90,84.68,2090.82,5566.50,65.28,67.58,0.00,28.22,0.99,8.00,1.00,0.00,0.00,0.00,1.01
2.00,18491.10,1.00,5.00,11.00,232.06,127.62,69.08,1.15,729.90,2640.23,5097.86,251.84,317.39,3.00,66.35,0.90,108.00,0.40,0.39,66.55,44.11,1.03
2.00,18491.10,1.00,3.00,7.00,174.38,242.85,65.91,1.41,543.16,2256.37,4947.38,253.64,320.01,2.00,77.59,0.87,72.00,0.67,0.51,92.80,89.45,1.03
2.00,18491.10,1.00,4.00,9.00,125.40,41.02,48.78,2.21,262.89,1642.39,4807.23,132.07,189.70,3.00,29.21,0.87,35.00,0.75,0.51,108.08,58.18,1.05
2.00,18491.10,1.00,11.00,23.00,227.79,139.16,96.20,1.06,978.11,3119.78,5174.53,235.72,260.25,4.00,42.52,0.90,142.00,0.40,0.39,70.94,55.35,1.03
2.00,18491.10,1.00,7.00,15.00,192.59,200.96,70.14,1.02,877.78,2834.39,4997.27,259.75,358.01,6.00,58.51,0.91,141.00,0.86,0.51,80.35,56.68,1.03
2.00,18491.10,1.00,8.00,17.00,186.05,245.94,101.65,1.00,1132.87,3296.12,5051.28,237.00,276.34,5.00,66.63,0.92,148.00,0.45,0.51,61.66,55.21,1.02
2.00,18491.10,1.00,5.00,11.00,133.23,170.40,83.02,1.29,557.09,2251.14,4927.27,166.82,200.83,3.00,50.64,0.91,85.00,0.47,0.51,72.42,88.67,1.02
2.00,18491.10,1.00,1.00,3.00,7.88,81.69,29.85,8.93,103.81,2383.78,6351.63,78.93,85.76,0.00,34.60,0.97,10.00,1.00,0.00,0.00,0.00,1.01
2.00,20927.20,1.00,3.00,7.00,133.96,155.40,58.47,2.44,403.43,2693.43,5782.20,211.71,236.53,2.00,57.63,0.88,46.00,0.67,0.00,72.69,24.53,1.03
2.00,20927.20,1.00,7.00,15.00,193.77,146.52,94.38,1.12,1003.49,3123.76,5593.57,252.16,285.83,5.00,66.89,0.95,117.00,0.62,1.01,40.78,42.15,1.02
2.00,20927.20,1.00,7.00,15.00,188.45,248.02,56.36,1.09,1057.42,3363.48,5793.64,239.89,276.93,5.00,70.49,0.95,130.00,0.62,0.51,75.19,69.49,1.01
2.00,20927.20,1.00,8.00,17.00,232.01,170.74,94.23,1.16,1050.18,3448.27,5897.61,248.25,275.45,4.00,61.77,0.94,119.00,0.46,0.51,41.02,36.58,1.02
2.00,20927.20,1.00,10.00,21.00,277.52,155.04,60.60,0.99,1157.02,3527.13,5812.15,217.36,277.81,5.00,55.09,0.92,159.00,0.44,0.39,72.28,49.38,1.02
2.00,20927.20,1.00,1.00,3.00,86.73,62.42,18.94,11.53,126.46,3161.56,8336.55,103.40,107.64,0.00,42.15,0.99,7.00,1.00,0.00,0.00,0.00,1.01
2.00,34706.00,1.00,13.00,27.00,155.13,172.52,105.74,1.03,1403.79,4446.93,9409.36,218.64,247.93,7.00,51.99,0.91,184.00,0.60,0.34,78.16,55.06,1.03
2.00,34706.00,1.00,8.00,17.00,134.72,199.97,87.27,1.24,819.14,3299.34,9136.14,172.34,224.75,4.00,48.18,0.91,118.00,0.46,0.39,58.97,57.55,1.03
2.00,34706.00,1.00,7.00,15.00,83.01,164.56,96.35,1.39,787.05,3334.86,9208.98,187.46,212.99,4.00,52.47,0.93,97.00,0.60,0.51,54.50,43.64,1.03
2.00,34706.00,1.00,10.00,21.00,196.87,177.13,103.17,1.14,1021.22,3807.22,9323.06,214.72,242.47,4.00,48.63,0.91,146.00,0.37,0.39,68.43,49.13,1.04
2.00,34706.00,1.00,1.00,3.00,124.01,30.36,38.32,10.37,158.72,3980.21,12165.90,131.21,136.45,0.00,52.90,0.99,11.00,1.00,0.00,0.00,0.00,1.00
2.00,29470.80,1.00,6.00,13.00,201.75,113.61,79.09,1.19,777.14,3091.25,7802.62,225.51,276.72,3.00,59.77,0.92,121.00,0.50,0.51,68.53,55.70,1.03
2.00,29470.80,1.00,9.00,19.00,227.71,300.79,91.65,0.98,1652.91,4790.46,8126.46,282.43,321.22,5.00,86.99,0.91,192.00,0.55,0.39,66.41,50.58,1.04
2.00,29470.80,1.00,3.00,7.00,125.48,238.95,67.72,1.67,507.03,2624.21,7733.63,252.44,280.93,2.00,72.43,0.91,65.00,0.67,0.51,50.18,68.90,1.03
2.00,29470.80,1.00,4.00,9.00,202.41,219.26,92.72,1.36,778.11,3260.52,7976.14,245.99,290.94,3.00,86.45,0.90,99.00,0.75,0.51,46.84,41.12,1.04
2.00,29470.80,1.00,4.00,9.00,201.24,138.85,84.68,1.68,517.34,2537.29,7643.72,251.01,285.60,3.00,57.48,0.91,65.00,0.75,1.01,79.18,67.75,1.03
2.00,29470.80,1.00,3.00,7.00,129.60,87.43,78.17,2.00,355.80,2362.28,7710.55,154.72,222.89,2.00,50.83,0.91,48.00,0.67,0.00,68.24,47.83,1.04
2.00,29470.80,1.00,1.00,3.00,84.87,73.80,27.27,12.85,138.43,3728.04,11103.90,109.30,117.34,0.00,46.14,0.98,7.00,1.00,0.00,0.00,0.00,1.01
2.00,23042.30,1.00,10.00,21.00,196.19,310.27,102.87,0.96,1551.73,4329.80,6491.46,270.80,342.48,5.00,73.89,0.91,198.00,0.44,0.34,67.52,56.75,1.03
2.00,23042.30,1.00,5.00,11.00,214.44,203.54,100.14,1.09,941.05,3099.79,6141.77,262.37,296.69,3.00,85.55,0.92,130.00,0.40,0.51,77.69,37.36,1.03
2.00,23042.30,1.00,5.00,11.00,110.26,247.07,88.03,1.23,717.53,2783.30,6239.69,260.21,306.02,3.00,65.23,0.91,110.00,0.47,0.39,68.21,48.28,1.03
2.00,23042.30,1.00,6.00,13.00,125.98,242.60,84.08,1.27,794.04,2894.37,6185.31,265.86,332.76,4.00,61.07,0.85,99.00,0.58,0.51,72.72,58.48,1.06
2.00,23042.30,1.00,2.00,5.00,160.94,126.92,32.88,2.26,337.21,2182.88,6101.28,191.05,236.55,1.00,67.44,0.93,43.00,0.50,0.00,26.10,34.95,1.03
2.00,23042.30,1.00,4.00,9.00,33.92,58.12,45.30,2.53,225.11,1810.86,6012.87,81.65,100.28,2.00,25.01,0.89,32.00,0.25,0.51,60.32,57.82,1.03
2.00,23042.30,1.00,1.00,3.00,115.55,85.32,58.78,8.49,176.66,3541.65,8727.84,150.08,157.23,0.00,58.88,0.98,12.00,1.00,0.00,0.00,0.00,1.01
2.00,22400.60,1.00,3.00,7.00,46.91,93.01,32.72,2.14,223.03,1702.73,5772.09,97.01,125.29,2.00,31.86,0.91,39.00,0.67,0.51,45.44,63.72,1.03
2.00,22400.60,1.00,6.00,13.00,184.73,208.31,58.33,1.17,780.47,2867.23,6039.20,285.96,346.77,3.00,60.03,0.86,112.00,0.25,0.51,69.20,53.31,1.05
2.00,22400.60,1.00,10.00,21.00,213.27,210.21,86.21,0.96,1368.38,4004.71,6265.19,281.43,303.50,4.00,65.16,0.92,197.00,0.33,0.39,71.26,55.86,1.03
2.00,22400.60,1.00,9.00,19.00,221.71,235.29,87.25,0.97,1468.86,4253.18,6416.54,279.80,324.39,5.00,77.30,0.93,189.00,0.44,0.39,78.49,57.90,1.02
2.00,22400.60,1.00,5.00,11.00,70.33,230.98,46.35,1.40,656.79,2782.62,6207.32,249.48,308.46,3.00,59.70,0.94,86.00,0.40,0.39,79.91,69.97,1.02
2.00,22400.60,1.00,1.00,3.00,102.26,33.57,47.12,8.92,141.02,2870.19,7609.19,115.11,121.78,0.00,47.00,0.98,10.00,1.00,0.00,0.00,0.00,1.01
2.00,12947.70,1.00,10.00,21.00,167.80,159.05,61.02,1.07,937.97,2893.30,3768.11,191.55,228.02,6.00,44.66,0.88,127.00,0.49,0.70,71.32,59.82,1.05
2.00,12947.70,1.00,7.00,15.00,183.55,128.98,51.36,1.08,933.26,2893.91,3752.80,206.29,240.90,4.00,62.21,0.92,130.00,0.60,1.01,76.24,52.66,1.03
2.00,12947.70,1.00,7.00,15.00,96.33,128.37,106.79,1.28,746.91,2548.05,3691.81,152.62,187.93,4.00,49.79,0.84,85.00,0.60,1.01,56.24,59.66,1.08
2.00,12947.70,1.00,3.00,7.00,88.11,92.27,86.05,1.98,326.38,1622.49,3478.27,124.96,155.29,2.00,46.62,0.90,40.00,0.67,1.01,105.42,62.55,1.04
2.00,12947.70,1.00,8.00,17.00,209.27,123.54,99.84,1.16,883.89,2869.70,3818.16,231.82,284.07,4.00,51.99,0.87,115.00,0.46,0.51,51.87,45.34,1.06
2.00,12947.70,1.00,1.00,3.00,7.26,65.63,42.57,7.68,106.79,2176.29,4951.06,76.50,90.75,0.00,35.59,0.95,11.00,1.00,0.00,0.00,0.00,1.03
2.00,8003.37,1.00,7.00,15.00,190.71,193.61,94.38,1.09,850.92,2542.86,2613.41,218.87,258.95,4.00,56.72,0.89,105.00,0.42,0.85,55.60,60.02,1.04
2.00,8003.37,1.00,7.00,15.00,64.82,90.70,41.51,1.32,429.02,1749.20,2446.79,103.29,143.34,4.00,28.60,0.92,67.00,0.60,0.00,74.67,61.47,1.03
2.00,8003.37,1.00,18.00,37.00,250.80,223.30,107.41,0.88,1768.03,5104.59,3905.32,217.81,288.22,6.00,47.78,0.92,202.00,0.29,0.83,62.13,64.80,1.03
2.00,8003.37,1.00,1.00,3.00,4.24,80.38,35.90,6.26,100.39,1531.98,2903.37,81.85,86.73,0.00,33.46,0.98,11.00,1.00,0.00,0.00,0.00,1.01
2.00,8506.87,1.00,6.00,13.00,118.43,87.15,97.26,1.35,536.77,1889.89,2558.58,118.60,162.12,3.00,41.28,0.87,74.00,0.50,0.63,60.67,54.02,1.05
2.00,8506.87,1.00,10.00,21.00,151.44,164.24,99.24,1.08,844.35,2573.93,2743.23,187.45,230.56,5.00,40.20,0.90,126.00,0.57,0.91,72.94,61.12,1.06
2.00,8506.87,1.00,7.00,15.00,85.11,179.86,39.84,1.30,486.33,1860.24,2611.38,114.66,174.70,4.00,32.42,0.91,76.00,0.60,0.63,79.97,73.57,1.04
2.00,8506.87,1.00,1.00,3.00,62.68,146.16,57.72,3.85,196.27,1990.68,3183.97,165.89,182.33,0.00,65.42,0.97,25.00,1.00,0.00,0.00,0.00,1.02
2.00,26902.40,1.00,5.00,11.00,33.46,132.32,46.97,3.09,294.77,2955.92,7655.69,137.30,170.54,3.00,26.79,0.91,45.00,0.40,1.30,63.05,54.24,1.03
2.00,26902.40,1.00,1.00,3.00,11.91,31.60,11.21,11.82,51.70,1630.22,6982.66,26.91,31.24,0.00,17.23,0.95,6.00,1.00,0.00,0.00,0.00,1.04
2.00,26902.40,1.00,9.00,19.00,139.63,157.40,40.45,1.59,808.71,4324.43,7843.25,194.09,231.63,4.00,42.56,0.92,133.00,0.22,1.01,66.69,49.42,1.02
2.00,26902.40,1.00,7.00,15.00,112.20,144.27,57.87,2.19,698.81,5045.31,8433.64,159.94,176.42,4.00,46.58,0.89,119.00,0.42,1.00,68.86,50.37,1.04
2.00,21310.00,1.00,12.00,25.00,127.79,151.09,61.96,1.28,968.22,3828.69,6217.93,174.74,215.77,4.00,38.72,0.91,142.00,0.42,1.15,69.43,43.92,1.04
2.00,21310.00,1.00,4.00,9.00,41.69,125.90,38.78,2.89,273.33,2073.63,5692.49,131.18,145.50,2.00,30.36,0.92,30.00,0.25,1.07,55.25,34.35,1.02
2.00,21310.00,1.00,8.00,17.00,135.27,106.42,64.39,2.19,643.36,4532.23,6871.18,159.49,186.86,5.00,37.84,0.93,107.00,0.67,1.24,66.62,55.77,1.02
2.00,21310.00,1.00,9.00,19.00,126.33,182.62,62.57,1.30,855.18,3585.68,6149.96,158.21,192.32,4.00,45.00,0.90,141.00,0.49,0.62,65.15,57.64,1.03
2.00,21310.00,1.00,1.00,3.00,17.74,19.01,35.91,8.59,69.06,1256.46,5354.61,38.04,50.13,0.00,23.02,0.92,7.00,1.00,0.00,0.00,0.00,1.05
2.00,12116.30,1.00,5.00,11.00,148.77,68.21,41.36,1.78,349.84,1649.65,3289.91,154.67,203.50,3.00,31.80,0.93,45.00,0.47,0.70,70.58,68.03,1.03
2.00,12116.30,1.00,6.00,13.00,148.42,92.07,96.33,1.33,582.04,2054.22,3320.26,169.89,200.41,3.00,44.77,0.90,72.00,0.25,0.00,63.78,46.44,1.04
2.00,12116.30,1.00,9.00,19.00,124.79,123.69,63.66,1.12,724.93,2280.17,3348.75,149.16,195.45,5.00,38.15,0.89,99.00,0.55,0.51,78.90,63.38,1.03
2.00,12116.30,1.00,5.00,11.00,75.42,89.32,40.29,1.94,275.46,1462.92,3273.60,111.18,142.30,3.00,25.04,0.88,39.00,0.47,0.51,69.09,57.70,1.04
2.00,12116.30,1.00,8.00,17.00,147.51,184.14,72.11,1.21,808.25,2495.72,3417.71,227.72,257.84,4.00,47.54,0.94,90.00,0.46,0.70,53.49,41.68,1.03
2.00,12116.30,1.00,1.00,3.00,38.47,81.64,19.85,5.85,111.70,1669.70,3745.32,89.93,96.01,0.00,37.23,0.98,13.00,1.00,0.00,0.00,0.00,1.01
2.00,25796.00,1.00,6.00,13.00,255.14,253.13,81.51,2.43,1085.90,8385.40,10258.90,278.86,336.48,4.00,83.53,0.89,169.00,0.58,1.88,59.46,44.97,1.03
2.00,25796.00,1.00,5.00,11.00,128.09,136.19,102.71,2.33,639.85,4881.60,8252.77,183.38,234.99,3.00,58.16,0.91,106.00,0.40,3.86,53.07,60.79,1.03
2.00,25796.00,1.00,10.00,21.00,230.30,146.39,82.11,0.77,1524.80,3870.69,7224.73,287.06,321.91,4.00,72.60,0.92,251.00,0.33,0.52,56.41,39.73,1.02
2.00,25796.00,1.00,5.00,11.00,183.47,164.67,119.08,2.14,929.52,6099.91,8498.98,241.29,280.30,3.00,84.50,0.84,120.00,0.40,0.00,72.29,65.38,1.03
2.00,25796.00,1.00,1.00,3.00,28.82,20.17,20.30,13.20,61.33,2084.11,7703.50,35.46,41.15,0.00,20.44,0.95,6.00,1.00,0.00,0.00,0.00,1.03
2.00,16971.50,1.00,5.00,11.00,107.63,80.14,89.08,1.12,399.08,1667.85,4357.35,120.17,175.81,3.00,36.28,0.93,92.00,0.47,0.00,67.49,64.84,1.03
2.00,16971.50,1.00,1.00,3.00,44.56,23.74,31.97,9.70,81.08,1963.20,5485.34,56.85,63.53,0.00,27.02,0.96,8.00,1.00,0.00,0.00,0.00,1.02
2.00,16971.50,1.00,1.00,3.00,129.13,144.08,28.93,3.13,243.63,1542.11,4371.81,193.33,226.08,0.00,81.21,0.95,22.00,1.00,0.00,0.00,0.00,1.02
2.00,16971.50,1.00,3.00,7.00,68.57,148.46,30.45,1.45,314.92,1446.15,4311.12,162.17,191.74,2.00,44.98,0.94,53.00,0.67,1.02,51.86,59.28,1.02
2.00,16971.50,1.00,2.00,5.00,48.93,69.19,84.23,2.22,185.93,1406.30,4333.98,111.66,139.30,1.00,37.18,0.97,36.00,0.50,0.00,97.89,90.03,1.02
2.00,16971.50,1.00,6.00,13.00,140.66,109.05,108.93,1.04,592.52,2146.72,4469.44,166.51,204.28,4.00,45.57,0.95,126.00,0.56,1.36,63.82,65.83,1.03
2.00,16971.50,1.00,4.00,9.00,146.59,190.50,82.87,0.71,753.85,2034.66,4374.85,236.20,306.29,3.00,83.76,0.88,187.00,0.75,1.02,38.69,42.10,1.03
2.00,16971.50,1.00,1.00,3.00,43.32,88.39,42.27,1.81,149.23,1310.61,4314.12,94.38,131.69,0.00,49.74,0.91,51.00,1.00,0.00,0.00,0.00,1.04
2.00,16971.50,1.00,4.00,9.00,196.87,257.95,106.35,0.85,886.88,2738.84,4577.05,278.52,346.50,3.00,98.54,0.89,208.00,0.75,1.36,61.70,67.79,1.04
2.00,16971.50,1.00,1.00,3.00,136.09,142.33,75.14,1.21,262.54,1290.49,4276.81,212.82,244.99,0.00,87.51,0.96,65.00,1.00,0.00,0.00,0.00,1.02
2.00,16971.50,1.00,5.00,11.00,199.46,112.64,83.93,0.72,739.25,2065.47,4394.00,236.43,283.71,3.00,67.20,0.90,196.00,0.40,1.01,63.33,71.66,1.03
2.00,54328.20,1.00,2.00,5.00,25.03,106.81,45.44,6.72,174.93,3093.93,14164.30,103.32,115.89,1.00,34.98,0.96,15.00,0.50,0.00,59.12,40.37,1.02
2.00,54328.20,1.00,3.00,7.00,109.98,213.94,67.41,1.65,569.71,3292.26,14002.10,255.23,272.74,2.00,81.38,0.94,74.00,0.67,0.39,53.99,36.91,1.02
2.00,54328.20,1.00,1.00,3.00,169.08,105.12,11.06,9.61,221.51,5471.82,18875.40,192.90,195.65,0.00,73.83,1.00,15.00,1.00,0.00,0.00,0.00,1.00
2.00,54328.20,1.00,4.00,9.00,143.45,232.97,69.83,1.41,791.50,3441.62,13959.10,250.70,288.08,3.00,87.94,0.93,86.00,0.75,0.54,72.72,34.80,1.02
2.00,54328.20,1.00,5.00,11.00,187.27,322.15,37.11,1.93,727.04,4603.05,14812.90,349.57,390.31,3.00,66.09,0.95,88.00,0.47,1.13,50.04,52.93,1.01
2.00,54328.20,1.00,2.00,5.00,85.68,66.16,46.20,6.67,172.79,2966.52,14003.20,110.10,120.19,1.00,34.55,0.96,15.00,0.50,0.00,47.12,46.85,1.01
2.00,54328.20,1.00,5.00,11.00,437.21,409.82,86.66,1.39,1125.84,4926.18,14711.90,494.46,567.65,3.00,102.34,0.95,131.00,0.40,1.01,54.57,52.74,1.01
2.00,54328.20,1.00,4.00,9.00,324.63,240.72,45.76,1.27,816.76,3710.95,14182.80,378.47,419.04,2.00,90.75,0.96,119.00,0.25,0.68,66.31,64.40,1.01
2.00,54328.20,1.00,9.00,19.00,416.17,354.56,101.20,1.06,1988.36,7250.55,15558.90,442.32,479.45,6.00,104.64,0.93,253.00,0.69,0.85,51.97,46.47,1.02
2.00,54328.20,1.00,1.00,3.00,20.33,26.00,16.05,12.51,62.83,2390.10,13762.10,31.91,36.97,0.00,20.94,0.95,7.00,1.00,0.00,0.00,0.00,1.02
2.00,54328.20,1.00,1.00,3.00,20.40,169.78,53.48,4.70,212.87,2966.93,13997.30,165.96,187.01,0.00,70.95,0.96,22.00,1.00,0.00,0.00,0.00,1.02
2.00,54328.20,1.00,2.00,5.00,134.28,451.30,69.84,1.36,860.27,3577.98,13971.30,492.98,541.88,1.00,172.04,0.95,97.00,0.50,0.39,43.58,14.83,1.02
2.00,30631.00,1.00,1.00,3.00,7.22,54.77,38.33,12.01,85.08,2432.58,8903.72,58.87,63.71,0.00,28.36,0.97,7.00,1.00,0.00,0.00,0.00,1.01
2.00,30631.00,1.00,1.00,3.00,190.69,68.32,35.60,3.29,239.30,2002.09,7775.66,201.64,217.94,0.00,79.76,0.98,25.00,1.00,0.00,0.00,0.00,1.01
2.00,30631.00,1.00,12.00,25.00,260.50,215.17,84.84,0.73,1672.68,3961.84,8121.57,371.32,387.48,5.00,66.90,0.95,235.00,0.37,0.90,46.33,43.27,1.03
2.00,30631.00,1.00,3.00,7.00,241.86,244.52,67.42,1.40,580.72,2235.18,7755.03,345.00,373.93,2.00,82.96,0.97,67.00,0.67,1.02,43.91,50.58,1.01
2.00,30631.00,1.00,2.00,5.00,61.71,191.53,49.24,1.39,330.56,2046.92,7764.69,201.47,234.58,1.00,66.11,0.89,76.00,0.50,1.02,69.25,63.07,1.07
2.00,30631.00,1.00,7.00,15.00,176.41,183.05,44.09,1.11,696.28,2549.40,7949.34,200.94,224.71,4.00,46.41,0.96,101.00,0.60,0.71,48.46,57.16,1.01
2.00,30631.00,1.00,4.00,9.00,219.41,240.43,85.29,1.20,703.35,2469.90,7806.54,270.99,301.30,2.00,78.15,0.94,88.00,0.25,1.01,65.05,50.83,1.03
2.00,30631.00,1.00,3.00,7.00,21.87,55.17,43.94,3.45,145.12,1635.90,7687.02,64.35,77.82,2.00,20.73,0.99,21.00,0.67,1.02,87.72,83.86,1.03
2.00,30631.00,1.00,1.00,3.00,70.02,121.33,43.33,4.91,166.33,1625.08,7677.83,137.43,144.96,0.00,55.44,0.98,14.00,1.00,0.00,0.00,0.00,1.01
2.00,30631.00,1.00,3.00,7.00,143.16,113.11,90.28,2.98,372.04,1959.69,7726.07,171.03,183.70,2.00,53.14,0.97,25.00,0.67,1.02,57.64,49.21,1.01
2.00,59094.90,1.00,1.00,3.00,9.91,41.07,14.55,16.62,64.48,2419.62,14855.70,30.60,37.89,0.00,21.49,0.94,5.00,1.00,0.00,0.00,0.00,0.00
2.00,59094.90,1.00,2.00,5.00,111.99,181.93,77.72,2.19,319.84,3211.34,15114.60,215.92,257.31,1.00,63.96,0.93,66.00,0.50,1.02,54.21,60.90,1.02
2.00,59094.90,1.00,4.00,9.00,62.96,177.99,83.62,1.77,465.67,3519.66,15535.40,203.97,228.27,3.00,51.74,0.95,83.00,0.75,0.36,43.09,50.32,1.02
2.00,59094.90,1.00,7.00,15.00,140.46,308.82,86.81,1.23,993.39,4911.10,15643.80,216.62,239.70,4.00,66.22,0.93,184.00,0.60,1.08,67.29,59.95,1.03
2.00,59094.90,1.00,5.00,11.00,112.83,140.14,89.81,0.86,662.56,3160.14,14899.30,179.17,212.01,3.00,60.23,0.91,184.00,0.47,1.01,42.80,49.39,1.04
2.00,59094.90,1.00,6.00,13.00,128.20,201.45,41.51,1.51,668.99,3595.82,15337.30,212.58,232.70,4.00,51.46,0.96,89.00,0.56,0.76,58.78,49.79,1.02
2.00,59094.90,1.00,6.00,13.00,71.27,219.39,88.93,1.47,794.65,4350.34,15557.60,208.13,229.52,4.00,61.12,0.96,121.00,0.56,0.91,60.81,36.90,1.02
2.00,59094.90,1.00,3.00,7.00,59.01,230.34,60.60,1.40,527.61,2995.28,14890.00,240.23,275.77,2.00,75.37,0.92,82.00,0.67,0.64,69.19,68.70,1.02
2.00,59094.90,1.00,1.00,3.00,102.58,44.14,28.78,11.64,146.43,4222.64,17446.90,109.14,119.84,0.00,48.80,0.97,10.00,1.00,0.00,0.00,0.00,1.02
2.00,29552.20,1.00,6.00,13.00,155.83,192.26,87.56,1.59,808.71,4023.74,8293.29,213.31,234.58,4.00,62.20,0.93,135.00,0.58,0.95,57.84,75.51,1.03
2.00,29552.20,1.00,7.00,15.00,98.28,190.07,75.00,0.97,745.66,2457.94,7541.46,225.10,246.34,5.00,49.71,0.96,123.00,0.57,0.51,58.13,55.25,1.02
2.00,29552.20,1.00,5.00,11.00,142.65,205.31,60.88,0.91,555.74,2223.87,7499.15,219.93,261.92,3.00,50.52,0.94,148.00,0.47,1.02,56.45,65.22,1.02
2.00,29552.20,1.00,7.00,15.00,131.32,115.61,46.20,0.95,623.75,2299.83,7504.27,151.29,204.95,4.00,41.58,0.86,131.00,0.42,1.02,38.18,38.13,1.04
2.00,29552.20,1.00,1.00,3.00,29.60,60.34,43.03,2.62,108.05,1626.64,7435.09,72.16,86.94,0.00,36.01,0.94,34.00,1.00,0.00,0.00,0.00,1.04
2.00,29552.20,1.00,3.00,7.00,34.70,82.77,55.00,1.64,252.19,2002.50,7513.08,77.97,109.02,2.00,36.02,0.90,75.00,0.67,0.00,103.59,90.87,1.04
2.00,29552.20,1.00,1.00,3.00,4.98,35.82,34.39,7.59,70.72,1529.31,7414.89,42.51,49.61,0.00,23.57,0.95,9.00,1.00,0.00,0.00,0.00,1.03
2.00,29552.20,1.00,1.00,3.00,12.47,114.66,45.91,4.41,154.63,1748.10,7460.29,114.50,133.52,0.00,51.54,0.95,17.00,1.00,0.00,0.00,0.00,1.03
2.00,29552.20,1.00,1.00,3.00,73.67,29.69,10.29,10.22,103.27,2572.58,8743.13,76.23,82.16,0.00,34.42,0.98,9.00,1.00,0.00,0.00,0.00,1.01
2.00,30816.30,1.00,7.00,15.00,233.95,282.03,85.90,1.68,1244.71,6881.00,9928.16,223.86,276.37,4.00,82.98,0.89,222.00,0.60,1.25,87.16,85.83,1.04
2.00,30816.30,1.00,11.00,23.00,75.66,207.68,61.66,1.35,678.48,3280.24,8577.18,210.94,273.50,4.00,29.49,0.88,109.00,0.23,1.34,82.46,66.73,1.05
2.00,30816.30,1.00,7.00,15.00,285.46,234.08,128.16,1.27,1316.44,5492.59,9195.86,268.36,321.95,4.00,87.76,0.87,223.00,0.60,1.21,74.89,60.37,1.05
2.00,30816.30,1.00,1.00,3.00,12.67,26.54,14.68,6.72,79.54,1516.29,7712.13,18.89,58.14,0.00,26.51,0.77,10.00,1.00,0.00,0.00,0.00,1.22
2.00,30816.30,1.00,1.00,3.00,84.74,99.67,15.15,2.33,189.39,1661.23,7727.35,126.93,167.98,0.00,63.13,0.92,33.00,1.00,0.00,0.00,0.00,1.04
2.00,30816.30,1.00,4.00,9.00,99.29,124.81,62.26,1.50,452.17,2385.84,7960.26,127.04,156.35,2.00,50.24,0.87,73.00,0.25,0.00,47.89,59.48,1.03
2.00,30816.30,1.00,1.00,3.00,6.06,58.36,30.15,10.37,89.86,2486.23,8979.49,53.28,68.46,0.00,29.95,0.93,9.00,1.00,0.00,0.00,0.00,1.05
2.00,32734.30,1.00,7.00,15.00,194.06,248.30,74.39,1.78,1114.86,6278.54,10143.70,312.31,364.65,4.00,74.32,0.91,152.00,0.42,1.00,65.50,55.24,1.02
2.00,32734.30,1.00,2.00,5.00,115.78,278.97,44.98,1.83,608.22,3801.41,8903.17,293.17,345.73,1.00,121.64,0.91,107.00,0.50,0.00,74.33,26.87,1.03
2.00,32734.30,1.00,3.00,7.00,81.45,134.01,71.96,2.73,374.97,3395.97,9188.60,154.69,187.70,2.00,53.56,0.90,57.00,0.67,0.65,60.32,43.94,1.03
2.00,32734.30,1.00,2.00,5.00,54.96,64.80,15.46,5.89,132.93,2259.18,8600.54,77.01,86.27,1.00,26.58,0.95,16.00,0.50,3.86,55.73,78.51,1.02
2.00,32734.30,1.00,3.00,7.00,151.16,286.85,71.06,2.63,571.58,5090.98,10051.60,304.46,361.48,2.00,81.65,0.94,107.00,0.67,0.00,73.81,29.68,1.02
2.00,32734.30,1.00,1.00,3.00,22.76,29.74,0.00,13.04,53.56,2172.83,9337.01,31.65,31.72,0.00,17.85,1.00,7.00,1.00,0.00,0.00,0.00,1.00
2.00,22358.20,1.00,2.00,5.00,143.16,116.93,28.78,3.48,245.18,1527.49,5648.83,172.89,193.48,1.00,49.03,0.96,19.00,0.50,0.64,72.39,103.08,1.02
2.00,22358.20,1.00,9.00,19.00,198.85,138.83,86.65,0.81,1015.56,2534.03,5749.11,201.65,235.06,5.00,53.44,0.94,151.00,0.55,1.01,69.38,61.94,1.02
2.00,22358.20,1.00,4.00,9.00,103.06,57.37,73.33,2.64,344.28,2467.75,6079.45,113.73,172.44,3.00,38.25,0.92,46.00,0.75,0.00,87.86,69.02,1.02
2.00,22358.20,1.00,8.00,17.00,163.72,98.54,82.42,0.97,914.58,2520.07,5778.71,198.42,232.41,5.00,53.79,0.94,120.00,0.50,1.01,75.01,53.26,1.01
2.00,22358.20,1.00,3.00,7.00,72.49,28.33,27.57,5.10,137.92,1628.43,5735.20,77.14,96.31,2.00,19.70,0.95,14.00,0.67,0.00,83.38,69.42,1.01
2.00,22358.20,1.00,4.00,9.00,78.95,165.41,89.24,1.35,379.21,1794.44,5721.12,171.75,184.78,2.00,42.13,0.94,65.00,0.25,0.51,76.14,58.67,1.02
2.00,22358.20,1.00,2.00,5.00,78.52,47.59,63.33,4.28,175.96,1571.03,5674.35,95.67,108.89,1.00,35.19,0.96,16.00,0.50,0.00,85.24,78.45,1.02
2.00,22358.20,1.00,2.00,5.00,10.00,70.51,65.45,3.59,182.23,1587.38,5677.75,79.95,87.95,1.00,36.44,0.95,20.00,0.50,0.00,45.51,58.30,1.02
