class,name,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21
1,18B.CNG.swc_1-CNG,13994.6,1,4,9,37.4,35.467,34.91,2.07144,138.02,1048.31,3552.25,44.2646,54.6349,3,0.975933,29,0.75,1.12,59.8958,65.1735,1.01712
1,18B.CNG.swc_2-CNG,13994.6,1,7,15,93.24,84.09,77.35,0.910339,425.075,1495.83,3694.97,119.682,143.302,6,0.938796,94,0.857143,4.75,53.2351,64.6251,1.02628
1,18B.CNG.swc_3-CNG,13994.6,1,1,3,5.56,21.297,0.12,10.4164,30.7026,911.408,3519.34,14.204,14.2487,0,0.998954,5,1,0,0,0,0
1,18B.CNG.swc_4-CNG,13994.6,1,3,7,46.76,64.007,46.5,1.97682,145.435,1203.8,3650.88,73.7165,95.1728,2,0.914565,34,0.666667,1.69,99.548,108.107,1.04756
1,18D.CNG.swc_1-CNG,14483.9,1,4,9,37.89,51.8718,38.76,1.65627,179.362,1148.68,3711.09,68.1233,84.3859,2,0.931095,40,0.25,2.175,52.303,57.3393,1.03445
1,18D.CNG.swc_2-CNG,14483.9,1,4,9,45.98,54.11,28.94,1.69391,187.657,1071.09,3655.71,48.7135,87.6406,3,0.943691,36,0.75,1.935,82.7826,82.6678,1.01326
1,18D.CNG.swc_3-CNG,14483.9,1,9,19,40.79,96.6,34.08,0.737253,365.743,1191.6,3655.92,104.996,129.873,6,0.906595,109,0.548148,3.985,75.4351,74.3298,1.04498
1,18D.CNG.swc_4-CNG,14483.9,1,1,3,7.12,18.3818,12.26,8.91677,34.6217,937.456,3640.98,17.3841,17.9781,0,0.988986,6,1,0,0,0,1.01216
1,18D.CNG.swc_5-CNG,14483.9,1,1,3,21.76,65.6218,33.78,5.02871,109.667,1479.98,4046.5,66.8524,93.0235,0,0.906221,15,1,0,0,0,1.04956
1,18E.CNG.swc_1-CNG,15646.1,1,2,5,36.49,60.9086,21.8,2.38828,122.646,1150.2,3968.35,60.3933,67.9813,1,0.954826,28,0.5,1,68.9683,62.917,1.02201
1,18E.CNG.swc_2-CNG,15646.1,1,3,7,25.71,62.8386,26.96,3.64824,117.497,1111.31,3966.11,61.6815,65.067,2,0.970689,16,0.666667,0.41,50.1129,53.4846,0
1,18E.CNG.swc_3-CNG,15646.1,1,1,3,32.46,38.8786,22.79,5.77099,71.426,1283.49,4126.77,51.0818,54.3487,0,0.979963,12,1,0,0,0,1.02057
1,18F.CNG.swc_1-CNG,8077.44,1,3,7,41.15,19.7198,7.26,2.87758,85.6472,744.411,2059.28,45.2774,48.3595,2,0.979958,17,0.666667,2.185,47.3124,64.779,1.00712
1,18F.CNG.swc_2-CNG,8077.44,1,3,7,31.97,109.35,57.56,1.43586,232.113,1288.23,2376.46,123.366,151.393,2,0.92085,51,0.666667,0,49.6296,44.895,1.04385
1,18F.CNG.swc_3-CNG,8077.44,1,6,13,32.66,39.7302,19.85,1.42433,186.11,842.121,2081.31,50.0473,62.5373,3,0.920801,39,0.5,1.68,74.3357,63.5111,1.08622
1,18G.CNG.swc_1-CNG,10136.2,1,7,15,37.41,40.6083,21.73,1.4171,160.069,815.428,2547.39,46.3327,54.5662,4,0.950331,38,0.6,0.5,67.6919,57.4884,1.03864
1,18G.CNG.swc_2-CNG,10136.2,1,3,7,53.53,70.9983,15.28,1.58555,149.574,877.235,2570.29,87.7924,119.066,2,0.933403,36,0.666667,0.565,120.712,89.6476,1.03685
1,18G.CNG.swc_3-CNG,10136.2,1,5,11,30.98,153.28,28.57,1.49484,311.84,1632.54,2850.95,155.866,168.795,3,0.901407,64,0.466667,2.535,90.0697,72.7473,1.04267
1,18H.CNG.swc_1-CNG,10775,1,3,7,92.17,95.2604,7.87,1.03363,245.612,1019.81,2738.82,96.4474,122.97,2,0.927666,64,0.666667,1.81,63.3589,42.0294,1.04165
1,18H.CNG.swc_2-CNG,10775,1,4,9,57.26,39.86,27.04,1.33567,172.809,973.293,2766.32,63.544,76.9075,3,0.921626,48,0.75,1,54.6758,51.9479,1.02351
1,18H.CNG.swc_3-CNG,10775,1,6,13,66.36,69.94,49.76,0.919307,298.877,1007.58,2743.98,94.075,106.637,4,0.928294,69,0.555556,2.865,50.6632,54.3231,1.02914
1,18H.CNG.swc_4-CNG,10775,1,4,9,39.58,88.66,92.73,1.59159,220.636,1030.99,2754.07,130.681,151.128,3,0.933715,39,0.75,2.13,48.332,77.9819,1.01496
1,18H.CNG.swc_5-CNG,10775,1,2,5,42.17,25.6004,25.99,2.85867,102.249,954.506,2755.13,49.6021,55.3052,1,0.96385,21,0.5,0.855,32.6127,19.2277,1.01225
1,18I.CNG.swc_1-CNG,12597.8,1,5,11,41.05,49.42,12.26,1.80181,171.422,1020.86,3195.51,53.3169,64.5768,3,0.936047,34,0.466667,3.33,51.1061,40.998,1.04805
1,18I.CNG.swc_2-CNG,12597.8,1,3,7,52.79,40.1336,16.82,2.34007,132.663,966.172,3178.58,61.1126,74.9564,2,0.962753,24,0.666667,1.63,78.0899,73.0811,1.03141
1,18I.CNG.swc_3-CNG,12597.8,1,2,5,32.12,80.6236,26.82,2.68908,132.877,923.142,3165.54,77.1289,95.8942,1,0.907725,20,0.5,0,117.966,138.886,1.05474
1,18I.CNG.swc_4-CNG,12597.8,1,1,3,5.65,21.2936,7.18,8.53861,33.3584,858.266,3168.87,16.1771,17.4712,0,0.975309,6,1,0,0,0,1.01753
1,18I.CNG.swc_5-CNG,12597.8,1,1,3,65.66,43.2436,14.23,5.99017,94.7216,1210.68,3329.37,75.8935,78.8344,0,0.987565,10,1,0,0,0,1.0056
1,18J.CNG.swc_1-CNG,10151.6,1,4,9,80.35,53.89,42.64,0.97988,320.393,1010.99,2582.37,101.136,124.495,3,0.867516,64,0.75,1.79,39.5512,37.6194,1.04281
1,18J.CNG.swc_2-CNG,10151.6,1,6,13,35.89,93.9,69.83,0.670465,346.17,897.858,2551.49,120.894,143.318,4,0.873922,91,0.555556,2.135,66.8003,57.1986,1.07333
1,18J.CNG.swc_3-CNG,10151.6,1,9,19,81.81,235.01,52.06,0.928418,532.137,1972.9,2927.46,249.52,268.89,4,0.929897,106,0.325397,7.01,52.3881,51.1466,1.03863
1,20A-40x.CNG.swc_1-CNG,9278.87,1,1,3,22.64,80.9738,16.56,2.02233,112.547,842.604,2369.38,76.838,98.1996,0,0.927489,27,1,0,0,0,1.07693
1,20A-40x.CNG.swc_2-CNG,9278.87,1,8,17,59.94,79.15,40.84,1.07188,361.58,1259.94,2482.58,86.8688,118.644,5,0.903056,76,0.666667,5.4,86.696,61.8718,1.03999
1,20A-40x.CNG.swc_3-CNG,9278.87,1,7,15,44.73,110.834,30.87,1.74469,276.791,1503.61,2792.25,103.767,118.096,5,0.946397,54,0.657143,2.71,64.3257,69.1658,1.0289
1,20B-40x.CNG.swc_1-CNG,20244.5,1,3,7,100.9,87.17,40.34,1.44775,306.888,1605.9,5372.5,100.597,143.907,2,0.826069,55,0.666667,0.42,101.209,69.8578,1.0549
1,20B-40x.CNG.swc_2-CNG,20244.5,1,7,15,61.95,91.87,32.92,0.861853,370.051,1492.74,5135.45,95.9165,114.679,3,0.90509,106,0.314286,2.835,60.8896,60.0123,1.03089
1,20B-40x.CNG.swc_3-CNG,20244.5,1,3,7,33.88,41.6744,33.18,2.65717,135.35,1306.52,5098.41,50.2646,67.9635,2,0.934945,26,0.666667,1.505,100.861,88.8082,1.03269
1,20B-40x.CNG.swc_4-CNG,20244.5,1,4,9,42.03,83.7644,42.63,2.33811,201.518,1714.06,5453.14,84.5965,123.038,3,0.916457,39,0.75,1.215,80.956,71.1002,1.04927
1,20C-40x.CNG.swc_1-CNG,7837.42,1,6,13,42.22,80.1087,49.01,0.765758,287.904,807.61,1988.21,96.4737,113.017,3,0.919268,76,0.25,1.335,66.8085,61.636,1.03139
1,20C-40x.CNG.swc_2-CNG,7837.42,1,1,3,15.76,41.3213,11.97,3.77313,64.2407,659.07,1969.71,38.194,50.6782,0,0.917215,12,1,0,0,0,1.08955
1,20C-40x.CNG.swc_3-CNG,7837.42,1,4,9,50.39,86.37,41.06,0.948943,227.54,844.615,2019.96,84.2605,128.157,3,0.908827,59,0.75,0.5,60.8986,67.5262,1.04786
1,20C-40x.CNG.swc_4-CNG,7837.42,1,6,13,50.61,68.7,28.1,0.861009,260.397,802.572,1989.17,76.9656,95.2368,3,0.906116,67,0.5,1.5,73.0916,57.3463,1.03401
1,20C-40x.CNG.swc_5-CNG,7837.42,1,4,9,66.97,57.99,72.12,0.898368,260.116,903.771,2078.06,88.9998,130.024,3,0.913563,75,0.75,1,88.4138,84.0011,1.0351
1,20D-40x.CNG.swc_1-CNG,7869.15,1,7,15,86.33,101.76,105.21,0.63813,409.214,938.865,2013.19,120.888,149.729,3,0.912652,111,0.314286,5.545,73.9856,59.7543,1.02445
1,20D-40x.CNG.swc_2-CNG,7869.15,1,11,23,77.45,109.77,87.14,0.590133,728.27,1529.06,2273.43,129.508,193.596,6,0.887773,169,0.518759,6.42,50.7114,63.6392,1.05341
1,20D-40x.CNG.swc_3-CNG,7869.15,1,1,3,14.29,32.3404,15.03,4.61825,55.155,685.75,1990.64,32.2568,41.5742,0,0.925295,10,1,0,0,0,1.08023
1,20D-40x.CNG.swc_4-CNG,7869.15,1,7,15,46.48,67.5396,82.48,1.03302,322.633,1347.3,2364.54,92.1987,135.904,5,0.919655,87,0.657143,1.445,80.602,92.7842,1.04142
1,20E-40x.CNG.swc_1-CNG,4097.12,1,1,3,32.73,23.3028,66.87,2.23979,95.7003,442.371,1029.02,76.5579,84.7748,0,0.967691,16,1,0,0,0,1.02719
1,20E-40x.CNG.swc_2-CNG,4097.12,1,1,3,15.26,10.9255,12.06,5.05333,31.1495,472.213,1061.46,19.7041,20.224,0,0.991431,8,1,0,0,0,1.00756
1,20E-40x.CNG.swc_3-CNG,4097.12,1,1,3,52.5,64.22,50.2,0.976666,141.77,444.884,1027.25,98.4747,130.844,0,0.917537,40,1,0,0,0,1.05057
1,20E-40x.CNG.swc_4-CNG,4097.12,1,5,11,73.45,78.24,52.8,0.446831,433.129,731.341,1064.4,97.5031,129.544,3,0.883745,162,0.466667,3.5,63.5995,67.7188,1.0498
1,20E-40x.CNG.swc_5-CNG,4097.12,1,8,17,152.5,122.743,75.36,0.434276,714.507,1182.49,1203.31,150.879,183.563,5,0.875475,198,0.520833,2.29,57.1547,58.5304,1.05196
1,20F-40x.CNG.swc_1-CNG,14557,1,5,11,75.95,103.94,41.15,0.791964,408.842,1320.45,3739.45,120.68,151.35,3,0.837683,99,0.466667,1.755,57.2386,45.1524,1.06433
1,20F-40x.CNG.swc_2-CNG,14557,1,3,7,68.37,169.96,73.76,1.13145,387.502,1526.79,3850.43,174.831,211.341,2,0.895046,72,0.666667,0.755,56.5495,40.0219,1.03683
1,20F-40x.CNG.swc_3-CNG,14557,1,1,3,2.96,28.3057,3.19,6.82556,37.8841,931.144,3652.76,20.2514,21.2127,0,0.984895,8,1,0,0,0,1.00902
1,20F-40x.CNG.swc_4-CNG,14557,1,8,17,48.03,85.5643,83.8,0.719623,506.62,1438.74,3773.47,109.835,127.99,3,0.891433,121,0.125,5.175,73.92,69.2514,1.0398
1,20F-40x.CNG.swc_5-CNG,14557,1,8,17,103.56,129.46,47.15,1.03223,617.744,2360.19,4680.62,135.629,202.835,5,0.891967,114,0.4375,3.255,79.4239,73.5604,1.04341
1,20G-40x.CNG.swc_1-CNG,46140.7,1,4,9,51.17,140.37,63,1.87868,354.684,2666.2,11781.1,143.416,174.614,3,0.915265,62,0.75,2.41,64.6788,54.273,1.02876
1,20G-40x.CNG.swc_2-CNG,46140.7,1,1,3,4.23,33.8447,6.22,15.3056,47.6546,1995.46,11577.8,22.8723,23.1652,0,0.995785,5,1,0,0,0,0
1,20G-40x.CNG.swc_3-CNG,46140.7,1,3,7,64.06,215.84,39.83,1.30237,444.976,2628.88,11746.2,230.955,275.733,2,0.899175,88,0.666667,3.41,48.195,40.9918,1.05
1,20G-40x.CNG.swc_4-CNG,46140.7,1,12,25,134.29,94.81,61.86,1.3602,685.441,4617.93,14008.6,110.237,171.966,7,0.912798,143,0.672222,7.125,72.6168,64.0037,1.04596
1,20H-40x.CNG.swc_1-CNG,8130.58,1,1,3,27.46,40.9448,21.27,2.76555,66.4522,631.115,2035.21,48.6612,52.7226,0,0.973601,16,1,0,0,0,1.02589
1,20H-40x.CNG.swc_2-CNG,8130.58,1,2,5,36.01,166.44,60.38,0.993091,291.498,1107.43,2229.95,174.689,220.795,1,0.895365,74,0.5,0.815,93.6267,100.739,1.05521
1,20H-40x.CNG.swc_3-CNG,8130.58,1,4,9,58.33,105.1,57.24,0.997066,260.476,1009.02,2185.17,132.38,151.653,3,0.910846,72,0.75,2.14,60.0098,44.329,1.0334
1,20H-40x.CNG.swc_4-CNG,8130.58,1,6,13,86.91,117.255,86.15,1.15148,449.643,1791.09,2646.21,132.523,148.939,4,0.906649,87,0.5,3.11,59.6608,57.4927,1.02774
1,20I-40x.CNG.swc_1-CNG,11071.8,1,2,5,52.22,122.62,29.39,0.991808,285.273,1023.99,2820.01,131.476,167.245,1,0.906121,63,0.5,0.565,57.2378,21.8705,1.03263
1,20I-40x.CNG.swc_2-CNG,11071.8,1,6,13,78.17,102.23,49.4,0.755213,489.625,1308.75,2880.43,112.906,143.48,4,0.853194,112,0.555556,1.63,53.5514,39.9832,1.04799
1,20I-40x.CNG.swc_3-CNG,11071.8,1,2,5,62.66,90.17,22.82,1.48298,198.206,1034.18,2864.25,109.626,125.96,1,0.922808,45,0.5,0,48.7215,72.2376,1.02684
1,20I-40x.CNG.swc_4-CNG,11071.8,1,4,9,85.76,56.36,20.79,1.61713,208.766,1341.1,3117.36,100.506,121.881,3,0.911118,44,0.75,1.355,100.521,81.9452,1.03477
1,20J-40x.CNG.swc_1-CNG,8478.27,1,6,13,79.48,139.34,81.73,0.501173,530.266,1017.3,2184.57,119.014,161.851,4,0.905548,160,0.555556,2.095,68.7194,59.8013,1.0491
1,20J-40x.CNG.swc_2-CNG,8478.27,1,5,11,114.88,82.23,68.26,0.642656,447.509,909.579,2147.5,145.292,175.505,3,0.92358,97,0.4,1.49,93.3514,64.5909,1.04401
1,20J-40x.CNG.swc_3-CNG,8478.27,1,7,15,148.74,193.15,37.12,0.796025,579.937,1906.68,2634.59,210.756,225.29,5,0.930616,149,0.619048,2.52,59.0197,66.4797,1.0408
1,21A-40x.CNG.swc_1-CNG,23608.4,1,4,9,88.48,104.48,43.8,1.16165,331.644,1696.63,6001.82,103.713,115.604,2,0.946319,80,0.25,1.43,60.0536,48.2902,1.02115
1,21A-40x.CNG.swc_2-CNG,23608.4,1,1,3,74.72,35.4536,45.34,2.64583,132.613,1370.61,5924.94,94.6925,113.025,0,0.945933,26,1,0,0,0,1.03113
1,21A-40x.CNG.swc_3-CNG,23608.4,1,6,13,95.77,100.21,59.74,0.787609,512.366,1858.65,6133.71,135.767,159.486,4,0.902196,129,0.555556,4.225,64.7848,58.9844,1.03393
1,21A-40x.CNG.swc_4-CNG,23608.4,1,7,15,103.03,145.68,89.77,0.921704,735.678,2956.95,6633.34,155.327,216.5,4,0.937064,177,0.6,3.575,82.2792,78.1271,1.03178
1,21B-40x.CNG.swc_1-CNG,8723.46,1,8,17,122.43,124.28,38.09,0.641703,645.806,1401.08,2385.62,158.707,181.399,4,0.931339,133,0.416667,4.55,57.6427,52.1431,1.01975
1,21B-40x.CNG.swc_2-CNG,8723.46,1,6,13,85.62,63.46,46.86,0.926365,328.062,1108.62,2294.01,97.8714,120.665,4,0.918868,78,0.583333,5.665,57.8655,55.921,1.03262
1,21B-40x.CNG.swc_3-CNG,8723.46,1,6,13,84.74,110.81,52.81,0.821463,430.606,1259.79,2322.27,121.354,153.102,4,0.923727,107,0.5,2.555,45.6239,47.2627,1.03582
1,21B-40x.CNG.swc_4-CNG,8723.46,1,4,9,73.09,82.4123,25.46,1.29214,240.607,898.644,2224.33,121.469,133.38,2,0.954037,45,0.25,2.79,45.7807,36.6363,1.02093
1,21B-40x.CNG.swc_5-CNG,8723.46,1,1,3,34.88,27.3178,26.18,4.56618,66.4405,941.989,2340.4,48.1008,52.385,0,0.972739,14,1,0,0,0,1.02107
1,21C-40x.CNG.swc_1-CNG,11784.6,1,4,9,77.98,104.949,44.07,1.29077,290.371,1232.78,3052.55,123.543,141.442,2,0.935208,56,0.25,1.555,59.9869,39.4489,1.02475
1,21C-40x.CNG.swc_2-CNG,11784.6,1,7,15,75.14,86.1211,27.9,1.29968,291.145,1196.15,3039.22,93.9125,112.246,4,0.961073,53,0.6,3.09,56.1339,58.8245,1.01785
1,21C-40x.CNG.swc_3-CNG,11784.6,1,8,17,130.59,101.44,92.2,0.861328,592.817,1893.68,3482.15,121.937,158.36,3,0.925687,138,0.125,5.03,57.2738,56.3938,1.02879
1,21D-40x.CNG.swc_1-CNG,22583.8,1,7,15,90.46,139.18,62.14,0.980357,475.843,1864.03,5851.71,146.092,169.732,6,0.902871,109,0.857143,4.44,69.2209,57.2136,1.04533
1,21D-40x.CNG.swc_2-CNG,22583.8,1,4,9,74.42,130.28,27.37,1.20622,330.048,1585.1,5740.8,135.062,152.736,2,0.942771,69,0.25,2.49,56.6756,50.8184,1.02146
1,21D-40x.CNG.swc_3-CNG,22583.8,1,9,19,65.52,117.25,39,1.5126,497.39,2742.77,6642.63,135.866,152.696,6,0.948941,92,0.590476,6.54,80.6923,72.903,1.02023
1,21E-40x.CNG.swc_1-CNG,17354.6,1,7,15,126.56,81.17,60.74,0.966693,469.915,1690.71,4537.97,139.438,154.525,4,0.939047,99,0.6,4.47,79.7672,61.4916,1.01941
1,21E-40x.CNG.swc_2-CNG,17354.6,1,2,5,105.01,100.17,74.94,1.23576,278.575,1393.98,4425.51,166.048,183.662,1,0.945764,63,0.5,1,72.907,65.044,1.02208
1,21E-40x.CNG.swc_3-CNG,17354.6,1,8,17,69.06,190.13,55.3,1.20003,551.501,2443.51,5265.21,206.94,231.066,5,0.914746,101,0.65,4.015,63.208,61.3262,1.03567
1,21E-40x.CNG.swc_4-CNG,17354.6,1,9,19,77.92,97.0512,21.19,1.14961,444.201,2182.37,5052.59,113.257,131.015,7,0.960742,97,0.722222,2.975,78.2164,66.6917,1.018
1,21F-40x.CNG.swc_1-CNG,15606.3,1,3,7,72.58,46.13,13.87,1.80411,196.847,1274.73,4023.43,91.2491,103.712,2,0.943871,41,0.666667,0,53.1851,47.0982,1.02408
1,21F-40x.CNG.swc_2-CNG,15606.3,1,6,13,31.57,102.37,39.06,1.35167,250.642,1367.48,4171.95,105.788,128.198,3,0.934695,59,0.5,1.535,54.1639,61.4642,1.03968
1,21F-40x.CNG.swc_3-CNG,15606.3,1,8,17,88,59.82,24.13,1.41981,320.478,1617.04,4263.57,91.6134,114.767,5,0.931768,60,0.491667,4.255,68.5878,61.2596,1.04231
1,21F-40x.CNG.swc_4-CNG,15606.3,1,4,9,44.29,71.6214,26.21,2.50575,204.973,1918.87,4828.44,72.7465,90.7259,2,0.956931,38,0.25,1.53,67.2344,78.5678,1.03612
1,21G-40x.CNG.swc_1-CNG,10652.8,1,4,9,98.82,61.3118,21.7,1.02276,257.883,1049.14,2729.66,106.324,126.787,3,0.919752,69,0.75,1.395,65.6413,66.3857,1.03417
1,21G-40x.CNG.swc_2-CNG,10652.8,1,3,7,79.25,48.95,30.77,1.42468,219.899,1030.45,2727.91,86.3818,103.043,2,0.953976,45,0.666667,1.73,70.6605,63.0826,1.02277
1,21G-40x.CNG.swc_3-CNG,10652.8,1,2,5,100,136.67,21.85,1.4187,212.952,908.652,2692.84,167.798,190.161,1,0.963847,38,0.5,0,97.7911,102.306,1.01934
1,21G-40x.CNG.swc_4-CNG,10652.8,1,3,7,20.92,178.01,75.38,1.10668,313.337,1174.22,2781.01,191.234,234.38,2,0.913011,63,0.666667,1.505,55.4837,42.4346,1.04287
1,21G-40x.CNG.swc_5-CNG,10652.8,1,7,15,56.78,88.68,48.1,1.16395,300.788,1258.21,2911.74,81.2795,100.944,3,0.934706,71,0.314286,3.315,64.1456,65.6095,1.03277
1,21H-40x.CNG.swc_1-CNG,21092.4,1,3,7,55.15,83.3925,59.92,1.96274,216.928,1533.98,5413.18,80.8468,117.774,2,0.933659,42,0.666667,0.565,89.6873,86.6237,1.02259
1,21H-40x.CNG.swc_2-CNG,21092.4,1,9,19,69.74,96.89,23.49,1.0107,414.671,1725.76,5519.67,101.382,132.372,5,0.926276,93,0.68254,3.925,75.9209,66.834,1.03335
1,21H-40x.CNG.swc_3-CNG,21092.4,1,1,3,31.66,85.3125,45.57,3.01882,131.021,1280.03,5300.28,91.9144,112.156,0,0.93984,21,1,0,0,0,1.03432
1,21H-40x.CNG.swc_4-CNG,21092.4,1,2,5,70.28,81.3225,23.88,2.65141,177.09,1403.51,5343.22,103.005,114.405,1,0.941431,25,0.5,0.46,51.754,93.1253,1.01498
1,21H-40x.CNG.swc_5-CNG,21092.4,1,3,7,24.24,96.3525,20.64,2.72535,144.933,1549.56,5503.54,88.9471,105.426,2,0.952791,29,0.666667,2.37,61.6204,59.0281,1.02458
1,21J-40x.CNG.swc_1-CNG,14164.2,1,2,5,40.41,37.6101,42.79,2.7324,125.709,1030.93,3580.87,58.8883,86.954,1,0.919132,21,0.5,0.475,84.3049,97.3295,1.06441
1,21J-40x.CNG.swc_2-CNG,14164.2,1,4,9,21.95,82.91,52.02,1.47634,210.42,1180.29,3614.98,89.8862,109.437,3,0.891135,49,0.75,1.55,36.1703,48.5901,1.06595
1,21J-40x.CNG.swc_3-CNG,14164.2,1,2,5,46.06,30.6101,28.34,2.98802,95.1696,1014.43,3571.79,55.2037,65.1466,1,0.950257,20,0.5,1,22.4862,73.577,1.01358
1,21J-40x.CNG.swc_4-CNG,14164.2,1,3,7,55.19,73.21,17.07,1.68362,198.963,1057.61,3574.23,74.558,88.2268,2,0.951551,36,0.666667,1.525,85.5774,61.5526,1.0157
1,21J-40x.CNG.swc_5-CNG,14164.2,1,5,11,44.72,191.58,42.28,1.56594,366.427,1988.28,4049.7,202.162,212.676,3,0.95946,64,0.466667,1.99,60.93,59.7277,1.01923
1,21K-40x.CNG.swc_1-CNG,15743.5,1,1,3,35.92,17.7063,19.94,4.47215,64.4829,1021.19,3953.07,41.5158,47.3702,0,0.958804,13,1,0,0,0,1.0282
1,21K-40x.CNG.swc_2-CNG,15743.5,1,1,3,83.5,78.3363,13.1,2.11614,142.875,1087.01,3959.97,114.272,125.762,0,0.969546,29,1,0,0,0,1.0224
1,21K-40x.CNG.swc_3-CNG,15743.5,1,6,13,49.57,86.31,45.86,1.63196,266.467,1543.81,4225.89,77.6194,92.7476,4,0.952508,50,0.5,1.55,88.2345,76.4478,1.0259
1,21K-40x.CNG.swc_4-CNG,15743.5,1,1,3,60.58,17.1126,18.76,4.07986,90.0807,1088.77,3974.39,63.4514,72.968,0,0.956526,15,1,0,0,0,1.02669
1,21K-40x.CNG.swc_5-CNG,15743.5,1,8,17,83.82,139.17,53.2,1.4951,488.532,2452.62,4728.35,161.245,171.563,7,0.940649,78,0.875,2.655,82.2855,70.2134,1.02547
1,24A-40x.CNG.swc_1-CNG,13099.8,1,4,9,45.39,47.8,15.58,1.27362,165.085,1105.73,3366.6,55.8325,80.2148,3,0.877643,57,0.75,3.31,100.627,65.1103,1.05985
1,24A-40x.CNG.swc_2-CNG,13099.8,1,2,5,15.06,42.9778,10.67,4.26358,71.8746,950.714,3313.33,38.2727,47.5334,1,0.918259,13,0.5,0.6,91.5531,89.5472,1.04065
1,24A-40x.CNG.swc_3-CNG,13099.8,1,2,5,40.46,33.5678,29.46,2.25106,113.314,940.262,3291.21,53.9256,73.5472,1,0.914824,25,0.5,0,47.4948,74.6386,1.06935
1,24A-40x.CNG.swc_4-CNG,13099.8,1,5,11,38.44,77.4,49.15,1.93897,214.14,1622.43,3820.56,94.5241,98.783,4,0.94416,42,0.8,1.86,65.4519,72.5094,1.04664
1,24B-40x.CNG.swc_1-CNG,15640.5,1,2,5,36.89,29.6876,12.79,3.94328,81.7245,1166.48,4034.36,44.8555,52.4121,1,0.944899,17,0.5,1,121.843,103.538,1.04077
1,24B-40x.CNG.swc_2-CNG,15640.5,1,2,5,7.6,49.1176,15.14,4.99132,76.6713,1103.28,3976.76,42.1258,45.0486,1,0.958533,12,0.5,1.505,50.332,47.4333,1.01249
1,24B-40x.CNG.swc_3-CNG,15640.5,1,3,7,46.81,65.0476,19,2.96208,134.824,1214.82,3999.49,67.7933,80.2358,2,0.965062,22,0.666667,0.775,64.4313,79.3036,1.01051
1,24B-40x.CNG.swc_4-CNG,15640.5,1,2,5,53.35,36.7476,14.82,2.88481,97.6125,1092.89,3957.94,61.2473,74.0277,1,0.91857,22,0.5,0,71.2348,103.45,1.03345
1,24B-40x.CNG.swc_5-CNG,15640.5,1,1,3,20.28,105.098,13.98,4.39163,126.564,1837.92,4660,99.1031,109.489,0,0.96838,22,1,0,0,0,1.02006
1,24C-40x.CNG.swc_1-CNG,10298.2,1,6,13,30.5,66.54,31.92,1.16405,217.578,1015.04,2638.12,67.1831,85.3979,4,0.91399,58,0.583333,5.175,57.8578,57.1927,1.04942
1,24C-40x.CNG.swc_2-CNG,10298.2,1,3,7,58.72,32.1975,17.14,1.66039,155.988,932.904,2656.03,64.0114,89.2562,2,0.923213,38,0.666667,0.43,41.8343,25.9915,1.0336
1,24C-40x.CNG.swc_3-CNG,10298.2,1,1,3,20.17,22.6975,12.88,6.44184,46.8053,834.159,2624.68,28.4843,31.9504,0,0.963839,8,1,0,0,0,1.02002
1,24C-40x.CNG.swc_4-CNG,10298.2,1,3,7,24.15,63.9475,20.31,2.67838,139.634,1243.67,3006.16,59.9671,89.9538,2,0.892893,28,0.666667,2.76,75.0853,54.4714,1.07083
1,24D-40x.CNG.swc_1-CNG,25637.5,1,3,7,45.58,70.5565,19.2,2.63122,151.472,1705.15,6618.94,64.3668,78.3281,2,0.936763,32,0.666667,1.55,51.2665,56.2826,1.04702
1,24D-40x.CNG.swc_2-CNG,25637.5,1,4,9,42.59,70.9465,36.41,1.87098,222.156,1787.93,6591.29,71.4422,93.7299,3,0.924162,50,0.75,1.84,113.409,80.6466,1.02992
1,24D-40x.CNG.swc_3-CNG,25637.5,1,3,7,37.16,100.42,58.1,3.11144,202.525,2258.58,7342.48,112.244,148.713,2,0.952609,34,0.666667,0,86.8451,69.3414,1.01908
1,24E-40x.CNG.swc_1-CNG,5526.87,1,4,9,49.28,49.72,34.93,1.23936,157.411,658.214,1427.87,58.7542,73.4433,2,0.887896,38,0.25,2.695,68.7059,70.0758,1.05537
1,24E-40x.CNG.swc_2-CNG,5526.87,1,4,9,18.46,36.85,23.41,1.42017,125.08,587.631,1397.03,41.0741,49.9015,2,0.957671,34,0.25,3.71,63.13,73.6743,1.02054
1,24E-40x.CNG.swc_3-CNG,5526.87,1,4,9,33.94,57.846,9.78,1.51847,115.992,552.035,1389.5,60.3758,72.7973,3,0.949206,29,0.75,2.71,46.7008,35.8302,1.03774
1,24E-40x.CNG.swc_4-CNG,5526.87,1,1,3,20.47,58.056,14.39,2.14229,90.3363,562.047,1394.4,55.6237,78.2644,0,0.902561,20,1,0,0,0,1.0937
1,24E-40x.CNG.swc_5-CNG,5526.87,1,3,7,57.41,50.064,21.05,2.17873,150.87,936.498,1591.04,73.8713,82.7481,2,0.905276,27,0.666667,0,112.792,85.4598,1.04626
1,24F-40x.CNG.swc_1-CNG,12891.9,1,3,7,29.8,16.9149,18.35,3.24299,77.263,1010.47,3302.79,34.8797,41.4203,2,0.922481,20,0.666667,0.715,78.7913,71.7855,1.06139
